Title,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,identifierKeywords,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
"US stocks rally is likely to slow as 'euphoria' fades, say big banks: Equities. Tech caution Wall Street strategists forecast S&amp;P 500 will rise 8% by end of next year after huge 2024 gain",3153956654,Newspapers,"Novik, Mari;Uddin, Rafe"," Goldman Sachs Group Inc , Morgan Stanley , NVidia Corp , Deutsche Bank AG"," Copyright The Financial Times Limited Dec 12, 2024", News," Dec 12, 2024",0307-1766, English, English, London (UK),"Dec 12, 2024",Financial Times,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/us-stocks-rally-is-likely-slow-as-euphoria-fades/docview/3153956654/se-2?accountid=14762,,,,, 15,," FINANCE , Investments , Investors , ECONOMICS , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=03071766&amp;title=US+stocks+rally+is+likely+to+slow+as+%27euphoria%27+fades%2C+say+big+banks&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=US+stocks+rally+is+likely+to+slow+as+%27euphoria%27+fades%2C+say+big+banks%3A+Equities.+Tech+caution+Wall+Street+strategists+forecast+S%26amp%3BP+500+will+rise+8%25+by+end+of+next+year+after+huge+2024+gain&amp;spage=15&amp;sid=ProQ%3Aabiglobal&amp;author=Novik,ABI/INFORM Collection
This hasn't happened to U.S. stocks in more than 20 years — here's why investors should be concerned; The number of stocks in the S&P 500 that are falling has surpassed the number that are rising for 9 straight sessions,3143408135,Newspapers,"Adinolfi, Joseph",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 12, 2024",, English, English, South Brunswick,"Dec 12, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/this-hasnt-happened-u-s-stocks-more-than-20-years/docview/3143408135/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," Dow Jones averages , FINANCE , Investments , Investors , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=This+hasn%27t+happened+to+U.S.+stocks+in+more+than+20+years+%E2%80%94+here%27s+why+investors+should+be+concerned%3B+The+number+of+stocks+in+the+S%26amp%3BP+500+that+are+falling+has+surpassed+the+number+that+are+rising+for+9+straight+sessions&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=This+hasn%27t+happened+to+U.S.+stocks+in+more+than+20+years+%26mdash%3B+here%27s+why+investors+should+be+concerned%3B+The+number+of+stocks+in+the+S%26amp%3BP+500+that+are+falling+has+surpassed+the+number+that+are+rising+for+9+straight+sessions&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Adinolfi,ABI/INFORM Collection
"Wall Street today: S&P 500, Nasdaq slid at US market open as investors eye economic data ahead of Fed meeting",3143377090,Newspapers,,," Copyright HT Digital Streams Limited Dec 12, 2024", News," Dec 12, 2024",, English, English, New Delhi,"Dec 12, 2024",Mint,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/wall-street-today-s-amp-p-500-nasdaq-slid-at-us/docview/3143377090/se-2?accountid=14762," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," ECONOMICS , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Wall+Street+today%3A+S%26amp%3BP+500%2C+Nasdaq+slid+at+US+market+open+as+investors+eye+economic+data+ahead+of+Fed+meeting&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Wall+Street+today%3A+S%26amp%3BP+500%2C+Nasdaq+slid+at+US+market+open+as+investors+eye+economic+data+ahead+of+Fed+meeting&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=,ABI/INFORM Collection
"These 10 most-loved S&P 500 stocks could see as much as 50% upside in 2025; Some of the highest-rated stocks are plays on rapid sales growth, but there are also value-oriented names on the list",3143206309,Newspapers,Philip van Doorn," Delta Air Lines Inc , Microsoft Corp , Walmart Inc , Amazon.com Inc , Axon Enterprise Inc , Micron Technology Inc , GE Aerospace , NVidia Corp , Becton Dickinson & Co , SLB Ltd"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 12, 2024",, English, English, South Brunswick,"Dec 12, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/these-10-most-loved-s-amp-p-500-stocks-could-see/docview/3143206309/se-2?accountid=14762,,,,,,," SUSTAINABILITY , FINANCE , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=These+10+most-loved+S%26amp%3BP+500+stocks+could+see+as+much+as+50%25+upside+in+2025%3B+Some+of+the+highest-rated+stocks+are+plays+on+rapid+sales+growth%2C+but+there+are+also+value-oriented+names+on+the+list&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=These+10+most-loved+S%26amp%3BP+500+stocks+could+see+as+much+as+50%25+upside+in+2025%3B+Some+of+the+highest-rated+stocks+are+plays+on+rapid+sales+growth%2C+but+there+are+also+value-oriented+names+on+the+list&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Philip+van+Doorn,ABI/INFORM Collection
"'The odds of winning are far better than a trip to Vegas': I'm 76, still working and playing the stock market. Am I gambling? 'I've been doing it for a couple years, and I have even beat the S&P 500'",3143193287,Newspapers,"Fottrell, Quentin", NVidia Corp," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 12, 2024",, English, English, South Brunswick,"Dec 12, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/odds-winning-are-far-better-than-trip-vegas-im-76/docview/3143193287/se-2?accountid=14762," 71321 Casinos (except Casino Hotels) , 52321 Securities and Commodity Exchanges"," 71321 Casinos (except Casino Hotels) , 52321 Securities and Commodity Exchanges",," 71321 Casinos (except Casino Hotels) , 52321 Securities and Commodity Exchanges",," 71321 Casinos (except Casino Hotels) , 52321 Securities and Commodity Exchanges"," FINANCE , PSYCHOLOGY , INDUSTRY , Investments , SUSTAINABILITY , Investors , Games , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=%27The+odds+of+winning+are+far+better+than+a+trip+to+Vegas%27%3A+I%27m+76%2C+still+working+and+playing+the+stock+market.+Am+I+gambling%3F+%27I%27ve+been+doing+it+for+a+couple+years%2C+and+I+have+even+beat+the+S%26amp%3BP+500%27&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=%27The+odds+of+winning+are+far+better+than+a+trip+to+Vegas%27%3A+I%27m+76%2C+still+working+and+playing+the+stock+market.+Am+I+gambling%3F+%27I%27ve+been+doing+it+for+a+couple+years%2C+and+I+have+even+beat+the+S%26amp%3BP+500%27&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Fottrell,ABI/INFORM Collection
Trump to ring NYSE opening bell Thursday. Here's how stocks performed in his first term. S&P 500's gain during Trump's first term in office narrowly tops the index's advance under Biden but falls short of its rise during Obama's first term,3143063987,Newspapers,"Reklaitis, Victor"," Time Inc , New York Stock Exchange--NYSE"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 12, 2024",, English, English, South Brunswick,"Dec 12, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/trump-ring-nyse-opening-bell-thursday-heres-how/docview/3143063987/se-2?accountid=14762, 92111 Executive Offices, 92111 Executive Offices,, 92111 Executive Offices,, 92111 Executive Offices," Presidential inaugurations , Presidential elections , Magazines , United States--US , Biden, Joseph R Jr , Obama, Barack",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Trump+to+ring+NYSE+opening+bell+Thursday.+Here%27s+how+stocks+performed+in+his+first+term.+S%26amp%3BP+500%27s+gain+during+Trump%27s+first+term+in+office+narrowly+tops+the+index%27s+advance+under+Biden+but+falls+short+of+its+rise+during+Obama%27s+first+term&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Trump+to+ring+NYSE+opening+bell+Thursday.+Here%27s+how+stocks+performed+in+his+first+term.+S%26amp%3BP+500%27s+gain+during+Trump%27s+first+term+in+office+narrowly+tops+the+index%27s+advance+under+Biden+but+falls+short+of+its+rise+during+Obama%27s+first+term&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Reklaitis,ABI/INFORM Collection
Oppenheimer sets Wall Street's highest S&P 500 price target as it eyes 17% upside for stocks in 2025,3142968915,Newspapers,"Cloonan, Kelly",," Copyright Insider, Inc. 2024", News," Dec 11, 2024",, English, English, New York,"Dec 11, 2024",Business Insider,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/oppenheimer-sets-wall-streets-highest-s-amp-p-500/docview/3142968915/se-2?accountid=14762,,," mi-exclusive , oppenheimer , sp-500 , s-p-500-target , stock-market-outlook , stock-market , stock-market-outlook-2025 , us-stocks",,,," FINANCE , SUSTAINABILITY"," mi-exclusive , oppenheimer , sp-500 , s-p-500-target , stock-market-outlook , stock-market , stock-market-outlook-2025 , us-stocks",https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Oppenheimer+sets+Wall+Street%27s+highest+S%26amp%3BP+500+price+target+as+it+eyes+17%25+upside+for+stocks+in+2025&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Oppenheimer+sets+Wall+Street%27s+highest+S%26amp%3BP+500+price+target+as+it+eyes+17%25+upside+for+stocks+in+2025&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Cloonan,ABI/INFORM Collection
One of Wall Street's biggest bulls sees the S&P 500 soaring 16% early next year before a sharp sell-off in the 2nd half,3142968683,Newspapers,"Fox, Matthew",," Copyright Insider, Inc. 2024", News," Dec 11, 2024",, English, English, New York,"Dec 11, 2024",Business Insider,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/one-wall-streets-biggest-bulls-sees-s-amp-p-500/docview/3142968683/se-2?accountid=14762," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," mi-exclusive , stock-market-outlook , stock-market-2025-outlook , stock-market-analysis , stock-market , analyst-note , sp-500 , fundstrat"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," FINANCE , ECONOMICS , SUSTAINABILITY , FINANCE , ECONOMICS"," mi-exclusive , stock-market-outlook , stock-market-2025-outlook , stock-market-analysis , stock-market , analyst-note , sp-500 , fundstrat",https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=One+of+Wall+Street%27s+biggest+bulls+sees+the+S%26amp%3BP+500+soaring+16%25+early+next+year+before+a+sharp+sell-off+in+the+2nd+half&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=One+of+Wall+Street%27s+biggest+bulls+sees+the+S%26amp%3BP+500+soaring+16%25+early+next+year+before+a+sharp+sell-off+in+the+2nd+half&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Fox,ABI/INFORM Collection
Trump to ring NYSE opening bell Thursday. Here's how stocks performed in his first term. S&P 500's gain during Trump's first term in office tops the index's advance under Biden but falls short of its rise during Obama's first term,3142966648,Newspapers,"Reklaitis, Victor", New York Stock Exchange--NYSE," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 11, 2024",, English, English, South Brunswick,"Dec 11, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/trump-ring-nyse-opening-bell-thursday-heres-how/docview/3142966648/se-2?accountid=14762,,,,,,," Presidential inaugurations , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Trump+to+ring+NYSE+opening+bell+Thursday.+Here%27s+how+stocks+performed+in+his+first+term.+S%26amp%3BP+500%27s+gain+during+Trump%27s+first+term+in+office+tops+the+index%27s+advance+under+Biden+but+falls+short+of+its+rise+during+Obama%27s+first+term&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Trump+to+ring+NYSE+opening+bell+Thursday.+Here%27s+how+stocks+performed+in+his+first+term.+S%26amp%3BP+500%27s+gain+during+Trump%27s+first+term+in+office+tops+the+index%27s+advance+under+Biden+but+falls+short+of+its+rise+during+Obama%27s+first+term&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Reklaitis,ABI/INFORM Collection
"These 10 most-loved S&P 500 stocks could see as much as 50% upside in 2025; Some of the highest-rated stocks are plays on rapid sales growth, but there are also value-oriented names on the list",3142925996,Newspapers,Philip van Doorn," Delta Air Lines Inc , Microsoft Corp , Walmart Inc , Amazon.com Inc , Axon Enterprise Inc , Micron Technology Inc , GE Aerospace , NVidia Corp , Becton Dickinson & Co , SLB Ltd"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 11, 2024",, English, English, South Brunswick,"Dec 11, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/these-10-most-loved-s-amp-p-500-stocks-could-see/docview/3142925996/se-2?accountid=14762,,,,,,," SUSTAINABILITY , FINANCE , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=These+10+most-loved+S%26amp%3BP+500+stocks+could+see+as+much+as+50%25+upside+in+2025%3B+Some+of+the+highest-rated+stocks+are+plays+on+rapid+sales+growth%2C+but+there+are+also+value-oriented+names+on+the+list&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=These+10+most-loved+S%26amp%3BP+500+stocks+could+see+as+much+as+50%25+upside+in+2025%3B+Some+of+the+highest-rated+stocks+are+plays+on+rapid+sales+growth%2C+but+there+are+also+value-oriented+names+on+the+list&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Philip+van+Doorn,ABI/INFORM Collection
"The top 39 stocks expected to beat the S&P 500 by almost 4 times in 2025, according to Goldman Sachs",3142621725,Newspapers,"Maidan, Laila", Goldman Sachs Group Inc," Copyright Insider, Inc. 2024", News," Dec 10, 2024",, English, English, New York,"Dec 10, 2024",Business Insider,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/top-39-stocks-expected-beat-s-amp-p-500-almost-4/docview/3142621725/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges," limited-synd , markets , investing , stocks-to-buy , goldman-sachs , top-stocks , stock-market , stock-picking , stock-trading", 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , FINANCE , SUSTAINABILITY"," limited-synd , markets , investing , stocks-to-buy , goldman-sachs , top-stocks , stock-market , stock-picking , stock-trading",https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=The+top+39+stocks+expected+to+beat+the+S%26amp%3BP+500+by+almost+4+times+in+2025%2C+according+to+Goldman+Sachs&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=The+top+39+stocks+expected+to+beat+the+S%26amp%3BP+500+by+almost+4+times+in+2025%2C+according+to+Goldman+Sachs&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Maidan,ABI/INFORM Collection
Cruise Stocks Are Trouncing the S&P 500 This Year. Why That Is.,3142571716,Newspapers,"Dattilo, Emily",," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Dec 10, 2024",, English, English, New York,"Dec 10, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/cruise-stocks-are-trouncing-s-amp-p-500-this-year/docview/3142571716/se-2?accountid=14762,,,,,,, FINANCE,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Cruise+Stocks+Are+Trouncing+the+S%26amp%3BP+500+This+Year.+Why+That+Is.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Cruise+Stocks+Are+Trouncing+the+S%26amp%3BP+500+This+Year.+Why+That+Is.&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Dattilo,"ABI/INFORM Collection, Research Library"
AppLovin's S&P 500 snub makes for the stock's worst day in 2 years; AppLovin's $135 billion market cap and 900% year-to-date surge through Friday's close weren't enough to earn it entry into the benchmark large-cap index,3142273070,Newspapers,"Bary, Emily", Coinbase Inc," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 9, 2024",, English, English, South Brunswick,"Dec 9, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/applovins-s-amp-p-500-snub-makes-stocks-worst-day/docview/3142273070/se-2?accountid=14762,,,,,,, Committees,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=AppLovin%27s+S%26amp%3BP+500+snub+makes+for+the+stock%27s+worst+day+in+2+years%3B+AppLovin%27s+%24135+billion+market+cap+and+900%25+year-to-date+surge+through+Friday%27s+close+weren%27t+enough+to+earn+it+entry+into+the+benchmark+large-cap+index&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=AppLovin%27s+S%26amp%3BP+500+snub+makes+for+the+stock%27s+worst+day+in+2+years%3B+AppLovin%27s+%24135+billion+market+cap+and+900%25+year-to-date+surge+through+Friday%27s+close+weren%27t+enough+to+earn+it+entry+into+the+benchmark+large-cap+index&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Bary,ABI/INFORM Collection
"Wall Street has a new high bar for the S&P 500 in 2025. Here's what's driving that. Oppenheimer sets top target at 7,100 for the index",3142250262,Newspapers,"Kollmeyer, Barbara",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 9, 2024",, English, English, South Brunswick,"Dec 9, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/wall-street-has-new-high-bar-s-amp-p-500-2025/docview/3142250262/se-2?accountid=14762,,,,,,, FINANCE,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Wall+Street+has+a+new+high+bar+for+the+S%26amp%3BP+500+in+2025.+Here%27s+what%27s+driving+that.+Oppenheimer+sets+top+target+at+7%2C100+for+the+index&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Wall+Street+has+a+new+high+bar+for+the+S%26amp%3BP+500+in+2025.+Here%27s+what%27s+driving+that.+Oppenheimer+sets+top+target+at+7%2C100+for+the+index&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Kollmeyer,ABI/INFORM Collection
